p.value	ID	category.name
1	FF:0000443	MCF7 breast cancer cell line 15min after HRG treatment
1	FF:0000444	MCF7 breast cancer cell line 30min after HRG treatment
1	FF:0000445	MCF7 breast cancer cell line 45min after HRG treatment
1	FF:0000446	MCF7 breast cancer cell line 1hr after HRG treatment
1	FF:0000447	MCF7 breast cancer cell line 80min  after HRG treatment
1	FF:0000448	MCF7 breast cancer cell line 100min after HRG treatment
1	FF:0000449	MCF7 breast cancer cell line 2h after HRG treatment
1	FF:0000450	MCF7 breast cancer cell line 2.5h after HRG treatment
1	FF:0000451	MCF7 breast cancer cell line 3h after HRG treatment
1	FF:0000452	MCF7 breast cancer cell line 3.5h after HRG treatment
1	FF:0000453	MCF7 breast cancer cell line 4h after HRG treatment
1	FF:0000454	MCF7 breast cancer cell line 5h after HRG treatment
1	FF:0000455	MCF7 breast cancer cell line 6h after HRG treatment
1	FF:0000456	MCF7 breast cancer cell line 7h after HRG treatment
1	FF:0000457	MCF7 breast cancer cell line 8h after HRG treatment
1	FF:0000458	ST2 Mesenchymal stem cells, cells 15 min  after adipogenic induction
1	FF:0000459	ST2 Mesenchymal stem cells, cells 30 min  after adipogenic induction
1	FF:0000460	ST2 Mesenchymal stem cells, cells 1hr  after adipogenic induction
1	FF:0000461	ST2 Mesenchymal stem cells, cells 2hr  after adipogenic induction
1	FF:0000462	ST2 Mesenchymal stem cells, cells 3hr after adipogenic induction
1	FF:0000463	ST2 Mesenchymal stem cells, cells 6hr after adipogenic induction
1	FF:0000464	ST2 Mesenchymal stem cells, cells 12hr after adipogenic induction
1	FF:0000465	ST2 Mesenchymal stem cells, cells 18hr after adipogenic induction
1	FF:0000466	ST2 Mesenchymal stem cells, cells 24hr after adipogenic induction
1	FF:0000467	ST2 Mesenchymal stem cells, cells 36hr after adipogenic induction
1	FF:0000468	ST2 Mesenchymal stem cells, cells 48hr after adipogenic induction
1	FF:0000469	ST2 Mesenchymal stem cells, cells 72hr after adipogenic induction
1	FF:0000470	ST2 Mesenchymal stem cells, cells 96hr after adipogenic induction
1	FF:0000471	ST2 Mesenchymal stem cells, cells 120hr after adipogenic induction
1	FF:0000472	ST2 Mesenchymal stem cells, cells 144hr after adipogenic induction
1	FF:0000473	ST2 Mesenchymal stem cells, cells 15 min after osteogenic induction
1	FF:0000474	ST2 Mesenchymal stem cells, cells 30 minafter osteogenic induction
1	FF:0000475	ST2 Mesenchymal stem cells, cells 1hr after osteogenic induction
1	FF:0000476	ST2 Mesenchymal stem cells, cells 2hr after osteogenic induction
1	FF:0000477	ST2 Mesenchymal stem cells, cells 3hr after osteogenic induction
1	FF:0000478	ST2 Mesenchymal stem cells, cells 6hr after osteogenic induction
1	FF:0000479	ST2 Mesenchymal stem cells, cells 12hr after osteogenic induction
1	FF:0000480	ST2 Mesenchymal stem cells, cells 18hr after osteogenic induction
1	FF:0000481	ST2 Mesenchymal stem cells, cells 24hr after osteogenic induction
1	FF:0000482	ST2 Mesenchymal stem cells, cells 36hr after osteogenic induction
1	FF:0000483	ST2 Mesenchymal stem cells, cells 48hr after osteogenic induction
1	FF:0000484	ST2 Mesenchymal stem cells, cells 72hr after osteogenic induction
1	FF:0000485	ST2 Mesenchymal stem cells, cells 96hr after osteogenic induction
1	FF:0000486	ST2 Mesenchymal stem cells, cells 120hr after osteogenic induction
1	FF:0000487	ST2 Mesenchymal stem cells, cells 144hr after osteogenic induction
1	FF:0000488	ST2 Mesenchymal stem cells, cells 0hr after medium change , without induction
1	FF:0000489	ST2 Mesenchymal stem cells, cells 1hr after medium change , without induction
1	FF:0000490	ST2 Mesenchymal stem cells, cells 6hr after medium change , without induction
1	FF:0000491	ST2 Mesenchymal stem cells, cells 12hr after medium change , without induction
1	FF:0000492	ST2 Mesenchymal stem cells, cells 24hr after medium change , without induction
1	FF:0000493	ST2 Mesenchymal stem cells, cells 48hr after medium change , without induction
1	FF:0000494	ST2 Mesenchymal stem cells, cells 72hr after medium change , without induction
1	FF:0000495	ST2 Mesenchymal stem cells, cells 96hr after medium change , without induction
1	FF:0000496	ST2 Mesenchymal stem cells, cells 120hr after medium change , without induction
1	FF:0000497	ST2 Mesenchymal stem cells, cells 144hr after medium change , without induction
1	FF:0000498	J2E erythroblastic leukemia line 0min after treatment with erythropoietin
1	FF:0000499	J2E erythroblastic leukemia line 15min after treatment with erythropoietin
1	FF:0000500	J2E erythroblastic leukemia line 30min after treatment with erythropoietin
1	FF:0000501	J2E erythroblastic leukemia line 45min after treatment with erythropoietin
1	FF:0000502	J2E erythroblastic leukemia line 1hr after treatment with erythropoietin
1	FF:0000503	J2E erythroblastic leukemia line 1hr 20min after treatment with erythropoietin
1	FF:0000504	J2E erythroblastic leukemia line 1hr 40min after treatment with erythropoietin
1	FF:0000505	J2E erythroblastic leukemia line 2hr after treatment with erythropoietin
1	FF:0000506	J2E erythroblastic leukemia line 2hr 30min after treatment with erythropoietin
1	FF:0000507	J2E erythroblastic leukemia line 3hr after treatment with erythropoietin
1	FF:0000508	J2E erythroblastic leukemia line 3hr 30min after treatment with erythropoietin
1	FF:0000509	J2E erythroblastic leukemia line 4hr after treatment with erythropoietin
1	FF:0000510	J2E erythroblastic leukemia line 6hr after treatment with erythropoietin
1	FF:0000511	J2E erythroblastic leukemia line 12hr after treatment with erythropoietin
1	FF:0000512	J2E erythroblastic leukemia line 24hr after treatment with erythropoietin
1	FF:0000513	J2E erythroblastic leukemia line 48hr after treatment with erythropoietin
1	FF:0000514	K562 erythroblastic leukemia line 0min after treatment with hemin
1	FF:0000515	K562 erythroblastic leukemia line 15min after treatment with hemin
1	FF:0000516	K562 erythroblastic leukemia line 30min after treatment with hemin
1	FF:0000517	K562 erythroblastic leukemia line 45min after treatment with hemin
1	FF:0000518	K562 erythroblastic leukemia line 1hr after treatment with hemin
1	FF:0000519	K562 erythroblastic leukemia line 1hr 20min after treatment with hemin
1	FF:0000520	K562 erythroblastic leukemia line 1hr 40min after treatment with hemin
1	FF:0000521	K562 erythroblastic leukemia line 2hr after treatment with hemin
1	FF:0000522	K562 erythroblastic leukemia line 2hr 30min after treatment with hemin
1	FF:0000523	K562 erythroblastic leukemia line 3hr after treatment with hemin
1	FF:0000524	K562 erythroblastic leukemia line 3hr 30min after treatment with hemin
1	FF:0000525	K562 erythroblastic leukemia line 4hr after treatment with hemin
1	FF:0000526	K562 erythroblastic leukemia line 6hr after treatment with hemin
1	FF:0000527	K562 erythroblastic leukemia line 12hr after treatment with hemin
1	FF:0000528	K562 erythroblastic leukemia line 24hr after treatment with hemin
1	FF:0000529	K562 erythroblastic leukemia line 48hr after treatment with hemin
1	FF:0000530	K562 erythroblastic leukemia line 72hr after treatment with hemin
1	FF:0000531	K562 erythroblastic leukemia line 96hr after treatment with hemin
1	FF:0000533	H9 Embryoid body cells 1 day after melanocytic induction
1	FF:0000534	H9 Embryoid body cells 3 days after melanocytic induction
1	FF:0000535	H9 Embryoid body cells 6 days after melanocytic induction
1	FF:0000536	H9 Embryoid body cells 9 days after melanocytic induction
1	FF:0000537	H9 Embryoid body cells 12 days after melanocytic induction
1	FF:0000538	H9 Embryoid body cells 15 days after melanocytic induction
1	FF:0000539	H9 Embryoid body cells 18 days after melanocytic induction
1	FF:0000540	H9 Embryoid body cells 21 days after melanocytic induction
1	FF:0000541	H9 Embryoid body cells 24 days after melanocytic induction
1	FF:0000542	H9 Embryoid body cells 27 days after melanocytic induction
1	FF:0000543	H9 Embryoid body cells 30 days after melanocytic induction
1	FF:0000544	H9 Embryoid body cells 34 days after melanocytic induction
1	FF:0000545	H9 Embryoid body cells 41 days after melanocytic induction
1	FF:0000547	Aortic Smooth Muscle cells 15min after treatment with FGF2
1	FF:0000548	Aortic Smooth Muscle cells 30min after treatment with FGF2
1	FF:0000549	Aortic Smooth Muscle cells 45min after treatment with FGF2
1	FF:0000550	Aortic Smooth Muscle cells 1hr after treatment with FGF2
1	FF:0000551	Aortic Smooth Muscle cells 2hr after treatment with FGF2
1	FF:0000552	Aortic Smooth Muscle cells 3hr after treatment with FGF2
1	FF:0000553	Aortic Smooth Muscle cells 4hr after treatment with FGF2
1	FF:0000554	Aortic Smooth Muscle cells 5hr after treatment with FGF2
1	FF:0000555	Aortic Smooth Muscle cells 6hr after treatment with FGF2
1	FF:0000557	Aortic Smooth Muscle cells 15min after treatment with IL1b
1	FF:0000558	Aortic Smooth Muscle cells 30min after treatment with IL1b
1	FF:0000559	Aortic Smooth Muscle cells 45min after treatment with IL1b
1	FF:0000560	Aortic Smooth Muscle cells 1hr after treatment with IL1b
1	FF:0000561	Aortic Smooth Muscle cells 2hr after treatment with IL1b
1	FF:0000562	Aortic Smooth Muscle cells 3hr after treatment with IL1b
1	FF:0000563	Aortic Smooth Muscle cells 4hr after treatment with IL1b
1	FF:0000564	Aortic Smooth Muscle cells 5hr after treatment with IL1b
1	FF:0000565	Aortic Smooth Muscle cells 6hr after treatment with IL1b
1	FF:0000566	Monocyte-derived macrophages 0min after LPS treatment
1	FF:0000567	Monocyte-derived macrophages 15min after LPS treatment
1	FF:0000568	Monocyte-derived macrophages 30min after LPS treatment
1	FF:0000569	Monocyte-derived macrophages 45min after LPS treatment
1	FF:0000570	Monocyte-derived macrophages 1h after LPS treatment
1	FF:0000571	Monocyte-derived macrophages 80min after LPS treatment
1	FF:0000572	Monocyte-derived macrophages 100min after LPS treatment
1	FF:0000573	Monocyte-derived macrophages 2h after LPS treatment
1	FF:0000574	Monocyte-derived macrophages 2.5h after LPS treatment
1	FF:0000575	Monocyte-derived macrophages 3h after LPS treatment
1	FF:0000576	Monocyte-derived macrophages 3.5h after LPS treatment
1	FF:0000577	Monocyte-derived macrophages 4h after LPS treatment
1	FF:0000578	Monocyte-derived macrophages 5h after LPS treatment
1	FF:0000579	Monocyte-derived macrophages 6h after LPS treatment
1	FF:0000580	Monocyte-derived macrophages 7h after LPS treatment
1	FF:0000581	Monocyte-derived macrophages 8h after LPS treatment
1	FF:0000582	Monocyte-derived macrophages 10h after LPS treatment
1	FF:0000583	Monocyte-derived macrophages 12h after LPS treatment
1	FF:0000584	Monocyte-derived macrophages 14h after LPS treatment
1	FF:0000585	Monocyte-derived macrophages 16h after LPS treatment
1	FF:0000586	Monocyte-derived macrophages 18h after LPS treatment
1	FF:0000587	Monocyte-derived macrophages 20h after LPS treatment
1	FF:0000588	Monocyte-derived macrophages 22h after LPS treatment
1	FF:0000589	Monocyte-derived macrophages 24h after LPS treatment
1	FF:0000590	Monocyte-derived macrophages 36h after LPS treatment
1	FF:0000591	Monocyte-derived macrophages 48h after LPS treatment
1	FF:0000594	Saos2 osteosarcoma cell line 15min after induction of calcification with ascorbate and BPG
1	FF:0000595	Saos2 osteosarcoma cell line 30min after induction of calcification with ascorbate and BPG
1	FF:0000596	Saos2 osteosarcoma cell line 45min after induction of calcification with ascorbate and BPG
1	FF:0000597	Saos2 osteosarcoma cell line 60min after induction of calcification with ascorbate and BPG
1	FF:0000598	Saos2 osteosarcoma cell line 80min after induction of calcification with ascorbate and BPG
1	FF:0000599	Saos2 osteosarcoma cell line 100min after induction of calcification with ascorbate and BPG
1	FF:0000600	Saos2 osteosarcoma cell line 2h after induction of calcification with ascorbate and BPG
1	FF:0000601	Saos2 osteosarcoma cell line 2.5h after induction of calcification with ascorbate and BPG
1	FF:0000602	Saos2 osteosarcoma cell line 3h after induction of calcification with ascorbate and BPG
1	FF:0000603	Saos2 osteosarcoma cell line 4h after induction of calcification with ascorbate and BPG
1	FF:0000604	Saos2 osteosarcoma cell line 8h after induction of calcification with ascorbate and BPG
1	FF:0000605	Saos2 osteosarcoma cell line 24h after induction of calcification with ascorbate and BPG
1	FF:0000606	Saos2 osteosarcoma cell line 4d after induction of calcification with ascorbate and BPG
1	FF:0000607	Saos2 osteosarcoma cell line 7d after induction of calcification with ascorbate and BPG
1	FF:0000608	Saos2 osteosarcoma cell line 14d after induction of calcification with ascorbate and BPG
1	FF:0000609	Saos2 osteosarcoma cell line 21d after induction of calcification with ascorbate and BPG
1	FF:0000610	Saos2 osteosarcoma cell line 28d after induction of calcification with ascorbate and BPG
1	FF:0000611	EBF KO HPCs induced to T cell 0.5h
1	FF:0000612	EBF KO HPCs induced to T cell 1h
1	FF:0000613	EBF KO HPCs induced to T cell 2h
1	FF:0000614	EBF KO HPCs induced to T cell 4h
1	FF:0000615	EBF KO HPCs induced to T cell 6h
1	FF:0000616	EBF KO HPCs induced to T cell 8h
1	FF:0000617	EBF KO HPCs induced to T cell 10h
1	FF:0000618	EBF KO HPCs induced to T cell 12h
1	FF:0000619	EBF KO HPCs induced to T cell 24h
1	FF:0000620	EBF KO HPCs induced to T cell 48h
1	FF:0000621	EBF KO HPCs induced to T cell 72h
1	FF:0000622	EBF KO HPCs induced to T cell 96h
1	FF:0000623	EBF KO HPCs induced to T cell 120h
1	FF:0000624	EBF KO HPCs induced to T cell 144h
1	FF:0000626	trophoblast cell line
1	FF:0000627	RANK ligand treatment
1	FF:0000636	IL-2 treatment
1	FF:0000637	IL-33 treatment
1	FF:0000640	Fibroblast - Aortic Adventitial, cytoplasmic fraction
1	FF:0000641	trophoblast stem cell line B1
1	FF:0000642	trophoblast stem cell line Rybp
1	FF:0000643	trophoblast stem cell line R1AB
1	FF:0000644	trophoblast cell line differentiation
1	FF:0000645	tracheal ciliated cell differentiation
1	FF:0000646	5 days
1	FF:0000648	mock infection
1	FF:0000649	10 days
1	FF:0000650	11 days
1	FF:0000651	cardiomyocyte differentiation treatment
1	FF:0000652	tracheal ciliated cell line
1	FF:0000653	30 hr
1	FF:0000654	42 hr
1	FF:0000655	54 hr
1	FF:0000656	60 hr
1	FF:0000657	66 hr
1	FF:0000658	84 hr
1	FF:0000659	Fibroblast - skin dystrophia myotonica, cytoplasmic fraction
1	FF:0000660	Fibroblast - skin normal, cytoplasmic fraction
1	FF:0000661	acute myeloid leukemia (FAB M5) cell line:THP-1 cytoplasmic fraction
1	FF:0000662	Fibroblast - skin spinal muscular atrophy, cytoplasmic fraction
1	FF:0000663	Preadipocyte - breast, cytoplasmic fraction
1	FF:0000665	Small Airway Epithelial Cells, cytoplasmic fraction
1	FF:0000669	acute myeloid leukemia (FAB M5) cell line:THP-1 nuclear fraction
1	FF:0000674	Small Airway Epithelial Cells, whole cell
1	FF:0000675	Smooth Muscle Cells - Aortic, whole cell
1	FF:0000676	Preadipocyte - breast, whole cell
1	FF:0000677	Fibroblast - skin spinal muscular atrophy, whole cell
1	FF:0000678	acute myeloid leukemia (FAB M5) cell line:THP-1 whole cell
1	FF:0000679	Fibroblast - skin normal, whole cell
1	FF:0000680	Fibroblast - skin dystrophia myotonica, whole cell
1	FF:0000681	Fibroblast - Aortic Adventitial, whole cell
1	FF:0000691	mesenchymal stem cells adipose derived, 15 minutes after adipogenic induction
1	FF:0000692	mesenchymal stem cells adipose derived, 30 minutes after adipogenic induction
1	FF:0000693	mesenchymal stem cells adipose derived, 45 minutes after adipogenic induction
1	FF:0000694	mesenchymal stem cells adipose derived, 60 minutes after adipogenic induction
1	FF:0000695	mesenchymal stem cells adipose derived, 80 minutes after adipogenic induction
1	FF:0000696	mesenchymal stem cells adipose derived, 100 minutes after adipogenic induction
1	FF:0000697	mesenchymal stem cells adipose derived, 120 minutes after adipogenic induction
1	FF:0000698	mesenchymal stem cells adipose derived, 150 minutes after adipogenic induction
1	FF:0000699	mesenchymal stem cells adipose derived, 180 minutes after adipogenic induction
1	FF:0000700	mesenchymal stem cells adipose derived, 12 hours after adipogenic induction
1	FF:0000701	mesenchymal stem cells adipose derived, 24 hours after adipogenic induction
1	FF:0000702	mesenchymal stem cells adipose derived, 2 days after adipogenic induction
1	FF:0000703	mesenchymal stem cells adipose derived, 4 days after adipogenic induction
1	FF:0000704	mesenchymal stem cells adipose derived, 8 days after adipogenic induction
1	FF:0000705	mesenchymal stem cells adipose derived, 12 days after adipogenic induction
1	FF:0000706	mesenchymal stem cells adipose derived, 14 days after adipogenic induction
1	FF:0000707	mesenchymal stem cells adipose derived, untreated control
1	FF:0000711	Saos2 osteosarcoma cell line 0min untreated control
1	FF:0000712	Saos2 osteosarcoma cell line 15min untreated control
1	FF:0000713	Saos2 osteosarcoma cell line 30min untreated control
1	FF:0000714	Saos2 osteosarcoma cell line 45min untreated control
1	FF:0000715	Saos2 osteosarcoma cell line 60min untreated control
1	FF:0000716	Saos2 osteosarcoma cell line 80min untreated control
1	FF:0000717	Saos2 osteosarcoma cell line 100min untreated control
1	FF:0000718	Saos2 osteosarcoma cell line 2h untreated control
1	FF:0000719	Saos2 osteosarcoma cell line 2.5h untreated control
1	FF:0000720	Saos2 osteosarcoma cell line 3h untreated control
1	FF:0000721	Saos2 osteosarcoma cell line 4h untreated control
1	FF:0000722	Saos2 osteosarcoma cell line 8h untreated control
1	FF:0000723	Saos2 osteosarcoma cell line 24h untreated control
1	FF:0000724	Saos2 osteosarcoma cell line 4d untreated control
1	FF:0000725	Saos2 osteosarcoma cell line 7d untreated control
1	FF:0000726	Saos2 osteosarcoma cell line 14d untreated control
1	FF:0000727	Saos2 osteosarcoma cell line 21d untreated control
1	FF:0000728	Saos2 osteosarcoma cell line 28d untreated control
1	FF:0000729	EBF KO HPCs induced to T cell 0h
1	FF:0000731	adipocyte differentiation day4
1	FF:0000732	adipocyte differentiation day8
1	FF:0000733	adipocyte differentiation day12
1	FF:0000734	neonate N1
1	FF:0010074	skin - adult
1	FF:0010081	adrenal gland - adult
1	FF:0010190	artery - adult
1	FF:0010192	bone marrow - adult
1	FF:0010208	rectum - adult
1	FF:0011113	CD326-positive enterocyte isolated from mice- treated with RANKL- day03
1	FF:0011131	CD41-positive megakaryocyte cancer
1	FF:0011138	natural helper cells- IL33 treated- 01hr
1	FF:0011139	natural helper cells- IL33 treated- day02
1	FF:0011140	natural helper cells- naive
1	FF:0011142	neurospheres - enteric neuron derived
1	FF:0011143	neurospheres - parasympathetic neuron derived
1	FF:0011144	neurospheres - sympathetic neuron derived
1	FF:0011147	achilles tendon
1	FF:0011148	arachnoid mater
1	FF:0011149	CD326-positive enterocyte
1	FF:0011151	cerebrospinal fluid
1	FF:0011152	cruciate ligament
1	FF:0011153	eye - muscle inferior rectus
1	FF:0011154	eye - muscle lateral
1	FF:0011155	eye - muscle medial
1	FF:0011156	eye - muscle superior
1	FF:0011157	eye - vitreous humor
1	FF:0011159	GP2-positive M cell
1	FF:0011160	mesothelium
1	FF:0011161	Mouse hepatic Sinusoidal Endothelial Cells
1	FF:0011164	olfactory epithelium
1	FF:0011165	omentum
1	FF:0011167	Parathyroid
1	FF:0011168	pia mater
1	FF:0011170	sciatic nerve
1	FF:0011172	skeletal muscle - lateralis muscle
1	FF:0011174	Skin - armpit hair follicle
1	FF:0011175	Skin - armpit sweat gland rich
1	FF:0011176	Skin - cornified area on sole of foot
1	FF:0011177	Skin - palm
1	FF:0011178	Skin - torso
1	FF:0011180	Ureter
1	FF:0011181	Urethra
1	FF:0011182	cerebellum- embryo E11
1	FF:0011183	cerebellum- embryo E12
1	FF:0011184	cerebellum- embryo E13
1	FF:0011185	cerebellum- embryo E14
1	FF:0011186	cerebellum- embryo E15
1	FF:0011187	cerebellum- embryo E16
1	FF:0011188	cerebellum- embryo E17
1	FF:0011189	cerebellum- embryo E18
1	FF:0011190	cerebellum- neonate N00
1	FF:0011191	cerebellum- neonate N03
1	FF:0011192	cerebellum- neonate N06
1	FF:0011193	cerebellum- neonate N09
1	FF:0011194	trophoblast stem cell line R1AB differentiation- day00
1	FF:0011196	trophoblast stem cell line R1AB differentiation- day02
1	FF:0011197	trophoblast stem cell line R1AB differentiation- day03
1	FF:0011198	trophoblast stem cell line R1AB differentiation- day04
1	FF:0011199	trophoblast stem cell line R1AB differentiation- day05
1	FF:0011200	trophoblast stem cell line R1AB differentiation- day06
1	FF:0011201	trophoblast stem cell line Rybp differentiation- day00
1	FF:0011202	trophoblast stem cell line Rybp differentiation- day01
1	FF:0011203	trophoblast stem cell line Rybp differentiation- day02
1	FF:0011204	trophoblast stem cell line Rybp differentiation- day03
1	FF:0011205	trophoblast stem cell line Rybp differentiation- day04
1	FF:0011206	trophoblast stem cell line Rybp differentiation- day05
1	FF:0011207	trophoblast stem cell line Rybp differentiation- day06
1	FF:0011208	trophoblast stem cell line B1 differentiation- day01
1	FF:0011209	trophoblast stem cell line B1 differentiation- day02
1	FF:0011210	trophoblast stem cell line B1 differentiation- day03
1	FF:0011211	trophoblast stem cell line B1 differentiation- day04
1	FF:0011212	trophoblast stem cell line B1 differentiation- day05
1	FF:0011213	trophoblast stem cell line B1 differentiation- day06
1	FF:0011214	Monocyte-derived macrophages 0h after mock infection
1	FF:0011216	Monocyte-derived macrophages 2h after udorn influenza infection
1	FF:0011217	Monocyte-derived macrophages 7h after udorn influenza infection
1	FF:0011218	Monocyte-derived macrophages 24h after udorn influenza infection
1	FF:0011219	Monocyte-derived macrophages 24h after mock infection
1	FF:0011220	ES cells differentiated towards cardiomyocyte- day1
1	FF:0011221	ES cells differentiated towards cardiomyocyte- day2
1	FF:0011222	ES cells differentiated towards cardiomyocyte- day3
1	FF:0011223	ES cells differentiated towards cardiomyocyte- day4
1	FF:0011224	ES cells differentiated towards cardiomyocyte- day5
1	FF:0011225	ES cells differentiated towards cardiomyocyte- day6
1	FF:0011226	ES cells differentiated towards cardiomyocyte- day7
1	FF:0011227	ES cells differentiated towards cardiomyocyte- day8
1	FF:0011228	ES cells differentiated towards cardiomyocyte- day9
1	FF:0011229	ES cells differentiated towards cardiomyocyte- day10
1	FF:0011230	ES cells differentiated towards cardiomyocyte- day11
1	FF:0011231	ES cells differentiated towards cardiomyocyte- day13
1	FF:0011232	tracheal ciliated cells differentiation after 0hr
1	FF:0011233	tracheal ciliated cells differentiation after 4hr
1	FF:0011234	tracheal ciliated cells differentiation after 8hr
1	FF:0011235	tracheal ciliated cells differentiation after 12hr
1	FF:0011236	tracheal ciliated cells differentiation after 16hr
1	FF:0011237	tracheal ciliated cells differentiation after 20hr
1	FF:0011238	tracheal ciliated cells differentiation after 24hr
1	FF:0011239	tracheal ciliated cells differentiation after 30hr
1	FF:0011240	tracheal ciliated cells differentiation after 36hr
1	FF:0011241	tracheal ciliated cells differentiation after 42hr
1	FF:0011242	tracheal ciliated cells differentiation after 48hr
1	FF:0011243	tracheal ciliated cells differentiation after 54hr
1	FF:0011244	tracheal ciliated cells differentiation after 60hr
1	FF:0011245	tracheal ciliated cells differentiation after 66hr
1	FF:0011246	tracheal ciliated cells differentiation after 72hr
1	FF:0011247	tracheal ciliated cells differentiation after 84hr
1	FF:0011248	tracheal ciliated cells differentiation after 96hr
1	FF:0011249	tracheal ciliated cells differentiation after 120hr
1	FF:0011250	cerebellum- neonate N30
1	FF:0011251	pancreas- neonate N01
1	FF:0011252	eyeball- neonate N01
1	FF:0011253	pancreas- embryo E18
1	FF:0011254	pancreas- neonate N02
1	FF:0011255	pancreas- neonate N30
1	FF:0011256	pancreas- neonate N25
1	FF:0011257	pancreas- embryo E15
1	FF:0011258	pancreas- embryo E17
1	FF:0011262	pancreas- embryo E14
1	FF:0011263	pancreas- embryo E16
1	FF:0011264	eyeball- neonate N00
1	FF:0011265	intestine- neonate N00
1	FF:0011266	pancreas- neonate N00
1	FF:0011267	pancreas- neonate N16
1	FF:0011268	visual cortex from wildtype- neonate N15
1	FF:0011269	visual cortex from wildtype- neonate N30
1	FF:0011270	visual cortex from wildtype- neonate N60-70
1	FF:0011271	visual cortex from Mecp knockout- neonate N15
1	FF:0011272	visual cortex from Mecp knockout- neonate N30
1	FF:0011273	visual cortex from Mecp knockout- neonate N60-70
1	FF:0011274	Ileum epithelium
1	FF:0011275	trophoblast stem cell line B1 differentiation- day00
1	FF:0011276	mouse cerebellum - adult
1	FF:0011277	forelimb- embryo E17
1	FF:0011278	forelimb- embryo E18
1	FF:0011280	thymus- neonate N02
1	FF:0011281	eyeball- neonate N02
1	FF:0011282	gonad- embryo E13
1	FF:0011283	corpora quadrigemina- adult
1	FF:0011284	medulla oblongata- adult
1	FF:0011285	intestine- adult
1	FF:0011286	olfactory brain- adult
1	FF:0011287	mouse fibroblast cell line: CRL-1658 NIH/3T3
1	FF:0011288	corpus striatum- adult
1	FF:0011303	pituitary gland- adult
1	FF:0011304	thymus- neonate N03
1	FF:0011305	spinal cord- adult
1	FF:0011306	spleen- adult
1	FF:0011307	lung- adult
1	FF:0011308	skin- adult
1	FF:0011309	eyeball- adult
1	FF:0011310	tongue- adult
1	FF:0011311	whole body- embryo E11
1	FF:0011312	stomach- adult
1	FF:0011313	heart- embryo E11
1	FF:0011314	forelimb- embryo E11
1	FF:0011315	pancreas- adult
1	FF:0011316	eyeball- embryo E12
1	FF:0011317	pituitary gland- embryo E12
1	FF:0011318	heart- embryo E12
1	FF:0011319	lung- embryo E12
1	FF:0011320	liver- embryo E12
1	FF:0011321	stomach- embryo E12
1	FF:0011322	forelimb- embryo E12
1	FF:0011323	colon- adult
1	FF:0011324	cecum - adult
1	FF:0011325	pituitary gland- embryo E13
1	FF:0011326	whole body- embryo E13
1	FF:0011327	heart- embryo E13
1	FF:0011328	liver- embryo E13
1	FF:0011329	thymus- adult
1	FF:0011330	intestine- embryo E13
1	FF:0011331	forelimb- embryo E13
1	FF:0011332	testis- embryo E13
1	FF:0011333	whole body- embryo E14
1	FF:0011334	pituitary gland- embryo E14
1	FF:0011335	eyeball- embryo E14
1	FF:0011336	thymus- embryo E14
1	FF:0011337	heart- embryo E14
1	FF:0011338	lung- embryo E14
1	FF:0011339	adrenal gland - embryo E14
1	FF:0011340	liver- embryo E14
1	FF:0011341	kidney- embryo E14
1	FF:0011342	forelimb- embryo E14
1	FF:0011343	whole body- embryo E14.5
1	FF:0011344	eyeball- embryo E15
1	FF:0011345	pituitary gland- embryo E15
1	FF:0011346	thymus- embryo E15
1	FF:0011347	heart- embryo E15
1	FF:0011348	lung- embryo E15
1	FF:0011349	liver- embryo E15
1	FF:0011350	kidney- embryo E15
1	FF:0011351	forelimb- embryo E15
1	FF:0011352	testis- embryo E15
1	FF:0011353	pituitary gland- embryo E16
1	FF:0011354	whole body- embryo E16
1	FF:0011355	thymus- embryo E16
1	FF:0011356	heart- embryo E16
1	FF:0011357	lung- embryo E16
1	FF:0011358	stomach- embryo E16
1	FF:0011359	mouse aorta - adult
1	FF:0011360	spleen- embryo E16
1	FF:0011361	liver- embryo E16
1	FF:0011362	intestine- embryo E16
1	FF:0011363	kidney- embryo E16
1	FF:0011364	testis- embryo E16
1	FF:0011365	whole body- embryo E17
1	FF:0011366	thymus- embryo E17
1	FF:0011367	heart- embryo E17
1	FF:0011368	lung- embryo E17
1	FF:0011369	liver- embryo E17
1	FF:0011370	intestine- embryo E17
1	FF:0011371	kidney- embryo E17
1	FF:0011372	testis- embryo E17
1	FF:0011373	mouse adrenal gland - adult
1	FF:0011374	whole body- embryo E17.5
1	FF:0011375	whole body- embryo E18
1	FF:0011376	liver- embryo E18
1	FF:0011377	testis- embryo E18
1	FF:0011378	ovary- embryo E18
1	FF:0011379	liver- adult pregnant day01
1	FF:0011380	vesicular gland- adult
1	FF:0011381	placenta- adult pregnant day10
1	FF:0011383	testis- adult
1	FF:0011384	placenta- adult pregnant day17
1	FF:0011386	amnion - adult pregnant day17.5
1	FF:0011387	mammary gland- adult pregnant day19
1	FF:0011388	submandibular gland- adult
1	FF:0011389	uterus- adult pregnant day19
1	FF:0011390	mammary gland- adult lactating day02
1	FF:0011391	hippocampus- neonate N00
1	FF:0011392	corpus striatum- neonate N00
1	FF:0011393	heart- neonate N00
1	FF:0011394	lung- neonate N00
1	FF:0011395	liver- neonate N00
1	FF:0011396	kidney- neonate N00
1	FF:0011397	skin- neonate N00
1	FF:0011398	whole body- neonate N00
